date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01 00:00:00,"24,9",21,33,,,,10,,1010,
2020-01-02 00:00:00,"21,7",18,"26,5",,,,"10,4",,"1010,9",
2020-01-03 00:00:00,"19,4",17,23,,,,"17,7",,"1015,1",
2020-01-04 00:00:00,"18,6",17,23,,,,"10,6",,"1013,8",
2020-01-05 00:00:00,"20,3",17,25,,,,"7,7",,"1011,3",
2020-01-06 00:00:00,"23,6",19,29,,,,"8,8",,"1011,2",
2020-01-07 00:00:00,"23,7",21,"29,1",,,,"9,3",,"1011,9",
2020-01-08 00:00:00,"23,1","20,8",28,,,,10,,"1013,4",
2020-01-09 00:00:00,"23,8",21,31,,,,"10,1",,"1014,5",
2020-01-10 00:00:00,"23,9",21,30,,,,"6,9",,"1013,7",
2020-01-11 00:00:00,"23,8",21,30,,,,"6,1",,"1013,5",
2020-01-12 00:00:00,"22,6",20,28,,,,"8,8",,"1016,2",
2020-01-13 00:00:00,"21,5",18,26,,,,"9,9",,"1017,6",
2020-01-14 00:00:00,"20,9",17,25,,,,10,,"1018,2",
2020-01-15 00:00:00,23,18,29,,,,"7,1",,"1015,5",
2020-01-16 00:00:00,"23,4",19,29,,,,9,,"1016,4",
2020-01-17 00:00:00,"17,5",16,"20,7",,,,"12,5",,"1021,9",
2020-01-18 00:00:00,"17,9",16,20,,,,"10,1",,"1022,2",
2020-01-19 00:00:00,"19,9",16,25,,,,"9,8",,"1019,4",
2020-01-20 00:00:00,"21,1",18,25,,,,"11,1",,"1016,5",
2020-01-21 00:00:00,"20,5",17,24,,,,"10,4",,"1013,9",
2020-01-22 00:00:00,"18,4",16,"20,3",,,,"12,9",,"1013,4",
2020-01-23 00:00:00,18,"16,6",20,,,,"12,9",,"1012,2",
2020-01-24 00:00:00,"18,4","15,9",22,,,,"18,2",,"1011,3",
2020-01-25 00:00:00,"21,1","15,5",27,,,,"6,6",,"1012,7",
2020-01-26 00:00:00,"24,1",18,30,,,,"6,9",,"1013,5",
2020-01-27 00:00:00,"25,3","20,1",31,,,,"7,8",,"1013,8",
2020-01-28 00:00:00,"22,2",20,27,,,,"11,2",,1015,
2020-01-29 00:00:00,"23,1",19,29,,,,"9,8",,"1015,4",
2020-01-30 00:00:00,"22,8","20,7",28,,,,"9,5",,"1014,7",
2020-01-31 00:00:00,24,"20,1",29,,,,"12,2",,"1014,7",
2020-02-01 00:00:00,23,20,28,,,,"10,6",,"1016,6",
2020-02-02 00:00:00,"19,8",19,21,,,,"7,6",,"1018,1",
2020-02-03 00:00:00,"19,4",17,22,,,,"12,9",,"1018,7",
2020-02-04 00:00:00,"19,5","17,6",22,,,,"11,1",,"1018,6",
2020-02-05 00:00:00,"20,5","18,3",23,,,,"10,5",,"1017,6",
2020-02-06 00:00:00,"21,5",19,27,,,,"8,2",,"1017,2",
2020-02-07 00:00:00,21,19,24,,,,"13,3",,"1016,3",
2020-02-08 00:00:00,"22,5","19,4",27,,,,"10,4",,"1015,1",
2020-02-09 00:00:00,"23,1",17,29,,,,"13,9",,"1014,2",
2020-02-10 00:00:00,"18,1",16,"20,7",,,,"13,1",,"1018,1",
2020-02-11 00:00:00,"17,1",15,20,,,,"11,3",,"1019,8",
2020-02-12 00:00:00,"17,9","15,1",22,,,,"12,5",,"1019,4",
2020-02-13 00:00:00,"18,6","15,4",24,,,,11,,"1019,3",
2020-02-14 00:00:00,"20,4",16,27,,,,7,,"1017,7",
2020-02-15 00:00:00,"22,6",17,28,,,,"6,9",,1016,
2020-02-16 00:00:00,"24,2",20,30,,,,"7,2",,"1015,7",
2020-02-17 00:00:00,"25,1",19,32,,,,"7,4",,"1015,3",
2020-02-18 00:00:00,"25,5","21,5",32,,,,"11,3",,"1014,7",
2020-02-19 00:00:00,"23,5",21,27,,,,"8,5",,"1013,3",
2020-02-20 00:00:00,"24,6","21,3",31,,,,"9,6",,"1013,2",
2020-02-21 00:00:00,"21,4",18,26,,,,"13,2",,"1015,1",
2020-02-22 00:00:00,"16,8",15,19,,,,"9,3",,"1018,8",
2020-02-23 00:00:00,"17,2",14,21,,,,12,,"1020,6",
2020-02-24 00:00:00,"19,3",16,24,,,,"9,8",,"1017,8",
2020-02-25 00:00:00,"20,6",19,"23,3",,,,"6,8",,"1014,6",
2020-02-26 00:00:00,20,16,22,,,,"9,7",,"1010,8",
2020-02-27 00:00:00,"17,6",13,21,,,,"9,9",,"1016,4",
2020-02-28 00:00:00,"17,8",12,24,,,,8,,"1019,7",
2020-02-29 00:00:00,"17,6",15,21,,,,"9,4",,1021,
2020-03-01 00:00:00,"17,2","15,3","21,6",,,,"14,9",,"1022,1",
2020-03-02 00:00:00,"17,5","15,6",21,,,,"13,6",,"1021,8",
2020-03-03 00:00:00,"17,2",15,20,,,,"11,6",,"1019,6",
2020-03-04 00:00:00,"18,6",13,25,,,,"8,4",,"1017,9",
2020-03-05 00:00:00,"18,3",15,22,,,,"9,8",,"1019,9",
2020-03-06 00:00:00,"18,4",14,25,,,,"7,9",,"1019,5",
2020-03-07 00:00:00,"18,7",14,24,,,,"7,4",,"1017,4",
2020-03-08 00:00:00,"19,3",14,25,,,,"8,6",,"1017,8",
2020-03-09 00:00:00,"20,8",15,27,,,,"7,4",,"1019,5",
2020-03-10 00:00:00,"20,8",15,28,,,,"7,3",,"1019,4",
2020-03-11 00:00:00,21,16,28,,,,"9,4",,"1018,4",
2020-03-12 00:00:00,"21,6",16,29,,,,"7,6",,"1018,6",
2020-03-13 00:00:00,"22,6",17,30,,,,"7,5",,"1019,3",
2020-03-14 00:00:00,"22,3",16,29,,,,"7,1",,"1019,4",
2020-03-15 00:00:00,"24,2",19,31,,,,"7,1",,"1017,1",
2020-03-16 00:00:00,"24,7","20,8",30,,,,"9,7",,"1015,2",
2020-03-17 00:00:00,"21,7",19,27,,,,"8,4",,"1017,3",
2020-03-18 00:00:00,22,19,27,,,,"6,7",,"1016,5",
2020-03-19 00:00:00,"23,4",19,27,,,,"7,1",,1012,
2020-03-20 00:00:00,"21,8",18,"29,4",,,,"10,1",,"1011,1",
2020-03-21 00:00:00,"19,1",17,23,,,,"11,4",,"1015,6",
2020-03-22 00:00:00,"19,4",15,24,,,,"9,7",,1020,
2020-03-23 00:00:00,"18,7",14,23,,,,"10,5",,"1022,3",
2020-03-24 00:00:00,"18,3","15,8","24,1",,,,"11,1",,"1021,6",
2020-03-25 00:00:00,"18,6","15,7",24,,,,"9,6",,"1019,3",
2020-03-26 00:00:00,"19,3",15,26,,,,"7,7",,"1018,7",
2020-03-27 00:00:00,"18,9",14,24,,,,"9,6",,"1018,6",
2020-03-28 00:00:00,"20,1",16,25,,,,"7,8",,"1019,4",
2020-03-29 00:00:00,"20,2",17,"25,2",,,,5,,"1020,4",
2020-03-30 00:00:00,"21,4",18,27,,,,"6,6",,"1019,6",
2020-03-31 00:00:00,"22,3","18,4",29,,,,"5,6",,"1017,6",
2020-04-01 00:00:00,"21,6",18,25,,,,"7,6",,"1017,8",
2020-04-02 00:00:00,23,19,28,,,,"9,7",,"1014,9",
2020-04-03 00:00:00,"19,8",15,24,,,,"12,6",,"1011,8",
2020-04-04 00:00:00,"17,5",12,25,,,,"6,5",,"1015,5",
2020-04-05 00:00:00,"18,8",12,27,,,,"7,8",,"1017,9",
2020-04-06 00:00:00,"21,2",15,29,,,,"10,5",,"1016,6",
2020-04-07 00:00:00,"18,6",16,22,,,,"8,9",,"1018,1",
2020-04-08 00:00:00,"17,5",14,25,,,,"8,8",,"1018,9",
2020-04-09 00:00:00,"16,7",13,23,,,,"8,4",,"1018,1",
2020-04-10 00:00:00,"16,5","13,6",23,,,,"7,9",,"1017,8",
2020-04-11 00:00:00,"15,8",13,"24,5",,,,"8,9",,"1018,8",
2020-04-12 00:00:00,"16,9",13,"25,1",,,,"8,4",,"1020,4",
2020-04-13 00:00:00,"17,8",14,23,,,,8,,1019,
2020-04-14 00:00:00,"17,6",14,22,,,,"8,5",,"1013,1",
2020-04-15 00:00:00,"15,3",9,21,,,,"7,3",,"1016,5",
2020-04-16 00:00:00,"15,6",8,"25,5",,,,"5,8",,"1021,4",
2020-04-17 00:00:00,"15,2",9,"21,7",,,,"7,9",,"1024,7",
2020-04-18 00:00:00,15,"12,7","19,9",,,,"8,1",,"1025,3",
2020-04-19 00:00:00,"15,7","13,6",20,,,,"10,2",,"1024,6",
2020-04-20 00:00:00,"17,2",14,22,,,,"6,3",,"1022,6",
2020-04-21 00:00:00,"17,6","13,9",24,,,,"5,2",,"1020,6",
2020-04-22 00:00:00,"17,7",13,"25,2",,,,"5,1",,"1019,8",
2020-04-23 00:00:00,"16,6",12,23,,,,"6,2",,"1020,1",
2020-04-24 00:00:00,18,12,25,,,,"9,5",,"1021,1",
2020-04-25 00:00:00,"20,5",16,27,,,,"7,4",,"1021,5",
2020-04-26 00:00:00,"20,9",16,28,,,,7,,"1023,7",
2020-04-27 00:00:00,"18,3","15,9",21,,,,"10,2",,"1025,7",
2020-04-28 00:00:00,"18,8",15,23,,,,"9,2",,"1023,6",
2020-04-29 00:00:00,"20,3",15,26,,,,"5,5",,"1021,4",
2020-04-30 00:00:00,"21,5",15,"27,5",,,,"4,2",,"1019,6",
2020-05-01 00:00:00,"20,5","16,8",26,,,,"5,6",,"1019,2",
2020-05-02 00:00:00,18,13,24,,,,"8,9",,"1018,1",
2020-05-03 00:00:00,"15,1",12,20,,,,"8,8",,"1021,1",
2020-05-04 00:00:00,"15,9",12,21,,,,"6,7",,"1018,9",
2020-05-05 00:00:00,"17,6",10,25,,,,"5,6",,1016,
2020-05-06 00:00:00,15,11,"17,6",,,,"6,1",,"1016,6",
2020-05-07 00:00:00,"11,4",6,17,,,,"7,3",,"1023,3",
2020-05-08 00:00:00,13,"9,3",18,,,,"6,7",,"1025,8",
2020-05-09 00:00:00,"14,9",10,21,,,,8,,"1024,4",
2020-05-10 00:00:00,"16,8",11,24,,,,"7,9",,"1022,2",
2020-05-11 00:00:00,"18,6","12,8",25,,,,"9,4",,"1020,6",
2020-05-12 00:00:00,"18,6",13,23,,,,"7,2",,"1018,4",
2020-05-13 00:00:00,"17,8",15,21,,,,"9,5",,"1015,5",
2020-05-14 00:00:00,"15,1",12,"18,4",,,,"6,9",,"1018,7",
2020-05-15 00:00:00,"13,3","11,5",16,,,,"7,1",,"1021,7",
2020-05-16 00:00:00,15,12,20,,,,"5,8",,"1020,4",
2020-05-17 00:00:00,"16,4",8,24,,,,"3,4",,"1021,2",
2020-05-18 00:00:00,17,9,25,,,,"6,1",,"1023,7",
2020-05-19 00:00:00,"16,1",10,22,,,,"8,9",,"1025,5",
2020-05-20 00:00:00,"17,4","14,5",23,,,,"7,2",,"1024,5",
2020-05-21 00:00:00,"18,7",14,"25,4",,,,"8,5",,"1020,9",
2020-05-22 00:00:00,"17,8",15,21,,,,"11,3",,"1016,7",
2020-05-23 00:00:00,"15,4",11,18,,,,"15,2",,"1014,3",
2020-05-24 00:00:00,"12,7","8,9",17,,,,"8,1",,"1018,2",
2020-05-25 00:00:00,"12,4","8,3","18,5",,,,"11,5",,"1015,7",
2020-05-26 00:00:00,"12,3","7,1",18,,,,"7,9",,"1016,7",
2020-05-27 00:00:00,"12,9",6,21,,,,"5,7",,"1020,3",
2020-05-28 00:00:00,"13,7",5,22,,,,"4,2",,"1022,7",
2020-05-29 00:00:00,"14,4",5,22,,,,"7,1",,"1021,7",
2020-05-30 00:00:00,"15,5",7,23,,,,"5,9",,"1020,4",
2020-05-31 00:00:00,"16,4",8,24,,,,"5,4",,"1019,2",
2020-06-01 00:00:00,"17,7",14,23,,,,"9,6",,"1017,9",
2020-06-02 00:00:00,"13,2",12,"15,4",,,,"7,8",,"1018,9",
2020-06-03 00:00:00,"13,3",12,15,,,,9,,"1022,2",
2020-06-04 00:00:00,"13,7",12,15,,,,7,,"1024,9",
2020-06-05 00:00:00,"15,8","13,9",19,,,,"7,9",,"1022,5",
2020-06-06 00:00:00,"15,9",12,18,,,,"9,4",,"1017,8",
2020-06-07 00:00:00,"13,9",9,20,,,,8,,1021,
2020-06-08 00:00:00,"16,4",8,24,,,,"6,6",,"1020,8",
2020-06-09 00:00:00,"17,6","15,6",20,,,,"4,1",,"1017,7",
2020-06-10 00:00:00,"17,8","16,3","19,3",,,,"6,1",,"1016,1",
2020-06-11 00:00:00,"20,1","16,5",25,,,,7,,"1016,6",
2020-06-12 00:00:00,"20,4","15,8",26,,,,"8,9",,"1017,2",
2020-06-13 00:00:00,"20,3","15,8",26,,,,"10,5",,"1019,8",
2020-06-14 00:00:00,"13,1",11,"17,3",,,,"11,1",,"1026,6",
2020-06-15 00:00:00,"13,8",11,"17,8",,,,"8,2",,"1029,2",
2020-06-16 00:00:00,"15,5","13,1",20,,,,"8,5",,"1028,1",
2020-06-17 00:00:00,"16,2",14,20,,,,"9,4",,"1025,1",
2020-06-18 00:00:00,"17,1",13,21,,,,"11,8",,"1021,2",
2020-06-19 00:00:00,"18,2",12,24,,,,"8,5",,"1021,2",
2020-06-20 00:00:00,"18,8",11,"25,2",,,,"6,8",,"1021,6",
2020-06-21 00:00:00,"19,1",11,25,,,,"7,7",,"1021,2",
2020-06-22 00:00:00,"18,5",11,25,,,,5,,"1021,9",
2020-06-23 00:00:00,"17,5",13,23,,,,"8,2",,1019,
2020-06-24 00:00:00,"17,3",11,24,,,,"9,8",,"1016,6",
2020-06-25 00:00:00,"18,1",14,25,,,,19,,"1015,4",
2020-06-26 00:00:00,"13,4","10,7","16,9",,,,"11,2",,"1019,6",
2020-06-27 00:00:00,"9,8",9,11,,,,"11,4",,"1019,5",
2020-06-28 00:00:00,"11,1",9,15,,,,"8,1",,1024,
2020-06-29 00:00:00,"12,8","10,4",16,,,,"13,6",,"1023,1",
2020-06-30 00:00:00,"15,3",10,22,,,,"24,3",,"1012,7",
2020-07-01 00:00:00,"11,2",8,"15,7",,,,"15,5",,"1012,3",
2020-07-02 00:00:00,"9,1",4,15,,,,"7,8",,"1018,5",
2020-07-03 00:00:00,"9,1","5,5",15,,,,"6,4",,"1020,7",
2020-07-04 00:00:00,"12,4","6,9",20,,,,"9,7",,"1020,5",
2020-07-05 00:00:00,"16,1",11,23,,,,"13,5",,"1018,8",
2020-07-06 00:00:00,"15,8",13,18,,,,"7,6",,"1019,5",
2020-07-07 00:00:00,"17,3","13,6",23,,,,"13,2",,1017,
2020-07-08 00:00:00,"16,9","13,2",21,,,,"14,7",,"1013,8",
2020-07-09 00:00:00,"11,4",7,16,,,,"6,5",,"1021,4",
2020-07-10 00:00:00,"12,5",3,21,,,,"7,3",,"1022,4",
2020-07-11 00:00:00,"16,8",9,"23,9",,,,11,,"1018,7",
2020-07-12 00:00:00,"19,4","14,3",25,,,,"11,1",,"1015,5",
2020-07-13 00:00:00,"19,2",15,25,,,,8,,"1017,9",
2020-07-14 00:00:00,15,11,21,,,,"7,1",,"1022,1",
2020-07-15 00:00:00,"12,2",10,16,,,,"9,4",,1025,
2020-07-16 00:00:00,"12,5",9,18,,,,"10,7",,"1024,4",
2020-07-17 00:00:00,"16,2",13,21,,,,"6,1",,"1022,9",
2020-07-18 00:00:00,18,12,24,,,,"7,5",,"1023,4",
2020-07-19 00:00:00,"17,7",14,23,,,,"8,2",,"1023,3",
2020-07-20 00:00:00,"16,9",10,22,,,,"9,1",,"1022,1",
2020-07-21 00:00:00,"17,3",10,24,,,,"5,2",,"1020,4",
2020-07-22 00:00:00,"17,8",11,"25,7",,,,"5,4",,"1020,5",
2020-07-23 00:00:00,"17,8",11,26,,,,"3,9",,1021,
2020-07-24 00:00:00,"18,2","12,8",24,,,,"9,5",,"1019,8",
2020-07-25 00:00:00,"17,6",13,23,,,,"11,5",,"1020,7",
2020-07-26 00:00:00,"13,3","11,9",16,,,,"9,8",,"1024,6",
2020-07-27 00:00:00,17,11,24,,,,"8,5",,"1021,7",
2020-07-28 00:00:00,"18,8",13,26,,,,"11,4",,1019,
2020-07-29 00:00:00,"10,6",8,"15,6",,,,"12,5",,"1023,8",
2020-07-30 00:00:00,"9,3",7,12,,,,"13,4",,"1028,7",
2020-07-31 00:00:00,"12,3","9,4","17,8",,,,"11,3",,"1029,1",
2020-08-01 00:00:00,"14,8",11,21,,,,"5,6",,"1027,7",
2020-08-02 00:00:00,"14,7",10,21,,,,"7,3",,"1028,5",
2020-08-03 00:00:00,"13,6",5,22,,,,"4,5",,"1029,5",
2020-08-04 00:00:00,15,10,21,,,,6,,"1029,7",
2020-08-05 00:00:00,"15,3",10,23,,,,"6,3",,"1028,6",
2020-08-06 00:00:00,16,11,24,,,,"5,5",,"1027,8",
2020-08-07 00:00:00,"16,4","11,4",23,,,,"5,8",,"1027,1",
2020-08-08 00:00:00,16,11,22,,,,5,,"1026,6",
2020-08-09 00:00:00,"16,8",12,24,,,,"3,8",,"1024,6",
2020-08-10 00:00:00,"18,6",11,25,,,,"9,5",,"1019,8",
2020-08-11 00:00:00,"18,7",12,27,,,,11,,"1017,9",
2020-08-12 00:00:00,16,12,23,,,,"10,3",,"1017,1",
2020-08-13 00:00:00,"16,4",13,"22,5",,,,"9,2",,"1015,6",
2020-08-14 00:00:00,"19,1",14,25,,,,"10,9",,"1014,6",
2020-08-15 00:00:00,"15,8",14,"18,1",,,,"8,6",,"1013,7",
2020-08-16 00:00:00,"14,7","13,6",16,,,,"8,7",,"1016,4",
2020-08-17 00:00:00,"16,3","13,5",20,,,,"8,3",,"1016,7",
2020-08-18 00:00:00,"15,5",14,17,,,,8,,"1015,2",
2020-08-19 00:00:00,"14,1",13,"15,4",,,,"8,5",,"1015,6",
2020-08-20 00:00:00,"10,2",8,"13,1",,,,"10,2",,"1022,5",
2020-08-21 00:00:00,"5,3",4,"8,2",,,,"9,9",,1027,
2020-08-22 00:00:00,"7,7",3,13,,,,"8,6",,"1028,3",
2020-08-23 00:00:00,"10,5","7,3",16,,,,"10,8",,"1027,3",
2020-08-24 00:00:00,"12,1",9,16,,,,"11,9",,"1025,6",
2020-08-25 00:00:00,"13,1",8,18,,,,"9,8",,"1024,3",
2020-08-26 00:00:00,"14,6",8,24,,,,"7,4",,"1022,7",
2020-08-27 00:00:00,"16,1",8,26,,,,"5,3",,"1021,9",
2020-08-28 00:00:00,"17,7",7,27,,,,"5,5",,1020,
2020-08-29 00:00:00,"20,9",12,28,,,,"6,2",,"1017,2",
2020-08-30 00:00:00,"21,1",15,30,,,,9,,"1017,8",
2020-08-31 00:00:00,"15,6",14,"19,4",,,,"10,8",,"1024,8",
2020-09-01 00:00:00,15,"13,4",17,,,,"11,8",,"1027,4",
2020-09-02 00:00:00,16,"13,5","18,9",,,,"10,1",,1024,
2020-09-03 00:00:00,"20,3","14,8",27,,,,"11,5",,1018,
2020-09-04 00:00:00,"20,7",14,28,,,,9,,"1019,2",
2020-09-05 00:00:00,"19,5",14,28,,,,"11,6",,"1021,2",
2020-09-06 00:00:00,"20,6",14,29,,,,12,,"1018,1",
2020-09-07 00:00:00,"18,8",16,"23,2",,,,"9,4",,"1017,7",
2020-09-08 00:00:00,"17,4",15,23,,,,"8,5",,"1018,4",
2020-09-09 00:00:00,"18,7","15,8","25,8",,,,9,,"1020,5",
2020-09-10 00:00:00,"21,5",16,30,,,,"8,7",,1019,
2020-09-11 00:00:00,"22,3",14,30,,,,"7,5",,"1017,5",
2020-09-12 00:00:00,"24,5",18,32,,,,12,,"1017,8",
2020-09-13 00:00:00,"23,1",14,31,,,,"9,2",,"1018,9",
2020-09-14 00:00:00,"22,6",14,"30,4",,,,"8,6",,"1021,1",
2020-09-15 00:00:00,"13,4",9,17,,,,"11,8",,"1024,8",
2020-09-16 00:00:00,"18,3","12,7",27,,,,"10,3",,"1019,6",
2020-09-17 00:00:00,"18,7","15,7",26,,,,"7,7",,"1016,6",
2020-09-18 00:00:00,"20,8",14,27,,,,"8,4",,"1014,7",
2020-09-19 00:00:00,"21,4","15,9",29,,,,"8,1",,"1015,5",
2020-09-20 00:00:00,14,11,17,,,,"10,7",,"1020,1",
2020-09-21 00:00:00,"11,9",10,"14,5",,,,"9,8",,"1022,5",
2020-09-22 00:00:00,"10,9",9,14,,,,13,,"1025,7",
2020-09-23 00:00:00,"14,5","10,5","19,3",,,,"9,6",,"1026,7",
2020-09-24 00:00:00,"17,7","13,3","25,1",,,,"6,7",,"1023,8",
2020-09-25 00:00:00,"19,2",13,27,,,,"5,8",,"1020,7",
2020-09-26 00:00:00,"22,4",14,31,,,,"8,9",,"1015,4",
2020-09-27 00:00:00,"24,8",18,33,,,,12,,"1011,3",
2020-09-28 00:00:00,"19,6",17,"25,1",,,,"10,3",,"1013,5",
2020-09-29 00:00:00,"17,9",15,"23,1",,,,"8,9",,"1018,6",
2020-09-30 00:00:00,"22,6",15,33,,,,"10,9",,"1016,5",
2020-10-01 00:00:00,"24,5","17,2","32,8",,,,"6,1",,"1011,9",
2020-10-02 00:00:00,"27,5","20,9","35,5",,,,"6,7",,1010,
2020-10-03 00:00:00,"19,5","14,9","24,1",,,,"8,3",,"1017,9",
2020-10-04 00:00:00,"16,2",14,"19,9",,,,"9,4",,"1021,6",
2020-10-05 00:00:00,"21,8","15,6","29,3",,,,"6,3",,1016,
2020-10-06 00:00:00,24,"18,5","31,2",,,,"4,6",,"1013,4",
2020-10-07 00:00:00,"22,2","16,3",28,,,,"6,1",,"1014,2",
2020-10-08 00:00:00,"20,9","17,5","23,2",,,,"4,4",,"1014,3",
2020-10-09 00:00:00,"16,9","15,9",19,,,,"5,8",,"1013,9",
2020-10-10 00:00:00,"17,4",12,"24,3",,,,"5,7",,"1015,3",
2020-10-11 00:00:00,"16,3","12,5","22,2",,,,"5,9",,"1019,6",
2020-10-12 00:00:00,"19,3","13,1","26,4",,,,"4,2",,"1018,4",
2020-10-13 00:00:00,"21,4","15,5",28,,,,"4,7",,"1014,6",
2020-10-14 00:00:00,"21,2","16,6","28,1",,,,"3,9",,"1014,3",
2020-10-15 00:00:00,"17,9","16,3",21,,,,"5,5",,"1018,8",
2020-10-16 00:00:00,"16,6",13,"21,8",,,,"8,3",,"1022,7",
2020-10-17 00:00:00,"16,1","11,9","21,3",,,,"7,2",,"1021,7",
2020-10-18 00:00:00,17,"12,9","21,5",,,,"6,1",,"1018,6",
2020-10-19 00:00:00,"19,9",15,"26,1",,,,"5,5",,"1016,5",
2020-10-20 00:00:00,"21,7","16,9","27,8",,,,"4,6",,"1016,4",
2020-10-21 00:00:00,"20,7",17,"26,5",,,,"5,8",,"1018,9",
2020-10-22 00:00:00,19,"15,9","23,6",,,,"7,8",,1021,
2020-10-23 00:00:00,"19,1","15,3","23,8",,,,"6,2",,"1019,1",
2020-10-24 00:00:00,"19,5","15,3","25,2",,,,"4,9",,1015,
2020-10-25 00:00:00,"20,2","16,9",25,,,,"5,5",,"1012,7",
2020-10-26 00:00:00,"20,6",17,"26,3",,,,"8,5",,"1011,5",
2020-10-27 00:00:00,"21,7","17,5",27,,,,"7,7",,"1007,8",
2020-10-28 00:00:00,"22,4","14,4",30,,,,"13,4",,"1008,4",
2020-10-29 00:00:00,"20,4",16,29,,,,9,,"1012,7",
2020-10-30 00:00:00,"13,7",12,"16,6",,,,"16,5",,"1020,1",
2020-10-31 00:00:00,"13,6",12,"16,9",,,,"14,5",,"1021,4",
2020-11-01 00:00:00,"13,6",11,"17,1",,,,"14,4",,"1020,1",
2020-11-02 00:00:00,"15,2",11,"20,5",,,,"8,4",,"1018,6",
2020-11-03 00:00:00,"15,3",11,22,,,,"7,3",,"1017,3",
2020-11-04 00:00:00,"13,9",12,"17,5",,,,"8,9",,"1018,7",
2020-11-05 00:00:00,"15,6","10,6",22,,,,"7,2",,"1017,2",
2020-11-06 00:00:00,"15,8",11,"22,2",,,,"11,3",,"1018,7",
2020-11-07 00:00:00,"18,3","11,9",27,,,,"7,7",,"1020,1",
2020-11-08 00:00:00,"20,5",15,30,,,,"8,9",,"1018,6",
2020-11-09 00:00:00,"18,7","16,8",24,,,,"8,9",,"1018,3",
2020-11-10 00:00:00,20,"16,7",26,,,,"10,9",,"1016,8",
2020-11-11 00:00:00,"18,6",17,"22,1",,,,6,,"1015,9",
2020-11-12 00:00:00,20,17,26,,,,"4,9",,"1014,6",
2020-11-13 00:00:00,"20,2","17,4",26,,,,"7,8",,"1013,6",
2020-11-14 00:00:00,"21,7","17,9",27,,,,10,,"1013,2",
2020-11-15 00:00:00,"22,9",18,30,,,,"7,8",,1013,
2020-11-16 00:00:00,"23,4","19,1",29,,,,"8,9",,1011,
2020-11-17 00:00:00,"19,6",16,"23,6",,,,"11,1",,"1011,3",
2020-11-18 00:00:00,"15,1",14,"16,7",,,,"10,3",,"1013,6",
2020-11-19 00:00:00,15,13,"17,5",,,,"11,1",,"1014,5",
2020-11-20 00:00:00,"16,1","12,8","21,7",,,,"8,5",,"1016,5",
2020-11-21 00:00:00,"16,3","13,3",21,,,,"10,7",,"1017,6",
2020-11-22 00:00:00,"17,5","14,3",24,,,,"11,2",,1020,
2020-11-23 00:00:00,"18,8","15,5",23,,,,13,,"1021,9",
2020-11-24 00:00:00,"19,4",15,24,,,,"12,9",,"1021,9",
2020-11-25 00:00:00,"22,9","17,6",30,,,,"11,9",,1019,
2020-11-26 00:00:00,"24,5",8,"33,5",,,,"12,5",,"1016,6",
2020-11-27 00:00:00,"21,3","18,8","25,5",,,,"8,9",,1019,
2020-11-28 00:00:00,"21,5","18,2","28,3",,,,"9,7",,1020,
2020-11-29 00:00:00,"22,6","18,6","30,3",,,,"7,1",,"1017,6",
2020-11-30 00:00:00,"22,2",19,"25,9",,,,7,,"1015,8",
2020-12-01 00:00:00,"19,5","17,9","25,2",,,,"8,8",,"1016,4",
2020-12-02 00:00:00,"21,5","17,3","27,3",,,,"9,4",,"1014,3",
2020-12-03 00:00:00,"20,9",17,"25,1",,,,"8,8",,"1011,6",
2020-12-04 00:00:00,"20,1",18,"25,5",,,,"7,4",,1016,
2020-12-05 00:00:00,"16,7",15,"19,1",,,,"12,7",,1019,
2020-12-06 00:00:00,"16,5","14,9","21,1",,,,"11,7",,"1018,5",
2020-12-07 00:00:00,"18,5","16,1",21,,,,"10,2",,"1016,8",
2020-12-08 00:00:00,"20,9","16,8",27,,,,"6,9",,"1015,2",
2020-12-09 00:00:00,"20,8",17,27,,,,"6,9",,"1015,3",
2020-12-10 00:00:00,"20,2",17,"25,7",,,,"8,7",,"1015,6",
2020-12-11 00:00:00,"21,9","17,8",29,,,,"8,4",,"1015,1",
2020-12-12 00:00:00,"23,2",18,30,,,,"8,2",,1015,
2020-12-13 00:00:00,"22,1","19,3","27,6",,,,"8,6",,1014,
2020-12-14 00:00:00,"22,2",19,"26,6",,,,"9,5",,"1012,8",
2020-12-15 00:00:00,"20,9","18,8","26,4",,,,"7,8",,"1012,9",
2020-12-16 00:00:00,"21,4",0,"29,8",,,,"6,1",,"1014,4",
2020-12-17 00:00:00,"21,1",19,"24,3",,,,7,,"1014,3",
2020-12-18 00:00:00,"21,7","18,5",27,,,,"7,1",,"1012,8",
2020-12-19 00:00:00,"23,3","19,1","28,1",,,,"11,4",,"1010,2",
2020-12-20 00:00:00,"23,1",20,30,,,,"9,3",,"1011,6",
2020-12-21 00:00:00,"22,7","19,4",27,,,,"10,1",,1014,
2020-12-22 00:00:00,"19,3",18,"21,1",,,,"12,7",,"1015,6",
2020-12-23 00:00:00,"19,9",17,"27,4",,,,"11,8",,1016,
2020-12-24 00:00:00,"19,8",17,25,,,,"15,5",,"1016,5",
2020-12-25 00:00:00,"19,1","15,8",23,,,,"14,6",,"1016,1",
2020-12-26 00:00:00,"19,8","15,8",27,,,,"11,9",,"1014,8",
2020-12-27 00:00:00,"20,5","17,4",26,,,,"9,9",,1016,
