date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-08-02 00:00:00,"17,6",8,27,0,,,"8,9",,"1024,4",
2025-08-03 00:00:00,18,13,24,0,,,"11,1",,"1022,6",
2025-08-04 00:00:00,"16,3",13,21,"0,5",,,"9,5",,"1023,6",
2025-08-05 00:00:00,13,11,"15,1","1,4",,,"9,8",,"1026,9",
2025-08-06 00:00:00,"12,7",11,16,"0,2",,,"8,7",,"1026,4",
2025-08-07 00:00:00,"14,9",10,21,0,,,"6,8",,"1021,3",
2025-08-08 00:00:00,"13,4",10,17,"14,7",,,"6,4",,"1017,4",
2025-08-09 00:00:00,"8,8",5,12,"0,2",,,"11,9",,"1020,6",
2025-08-10 00:00:00,"9,7",4,17,0,,,"5,8",,"1023,8",
2025-08-11 00:00:00,"10,2","6,3",16,0,,,"6,8",,1024,
2025-08-12 00:00:00,"11,9",4,19,0,,,6,,"1022,3",
2025-08-13 00:00:00,"14,7",5,23,0,,,"5,4",,"1021,5",
2025-08-14 00:00:00,"12,4",7,17,0,,,"11,3",,"1025,4",
2025-08-15 00:00:00,"11,8","10,5",14,"0,1",,,"13,7",,"1027,4",
2025-08-16 00:00:00,"13,7",9,20,0,,,"12,2",,1025,
2025-08-17 00:00:00,"15,8",10,23,0,,,"7,2",,"1023,1",
2025-08-18 00:00:00,"14,9",12,19,0,,,"10,5",,"1023,8",
2025-08-19 00:00:00,"14,9",11,18,0,,,"14,3",,"1021,1",
2025-08-20 00:00:00,"17,2","14,1",23,"0,1",,,"13,7",,"1017,7",
2025-08-21 00:00:00,"18,6",12,27,0,,,"7,4",,"1019,6",
2025-08-22 00:00:00,"21,5",15,29,0,,,"13,5",,"1017,8",
2025-08-23 00:00:00,"23,3","17,7",29,0,,,"14,5",,1016,
2025-08-24 00:00:00,"13,2",10,"18,7","1,4",,,"16,2",,"1022,8",
2025-08-25 00:00:00,"15,1",11,23,"1,8",,,"6,3",,"1024,5",
2025-08-26 00:00:00,"12,9",12,"14,3","30,9",,,"8,6",,"1026,1",
2025-08-27 00:00:00,"13,8",12,16,"0,5",,,"12,5",,"1026,2",
2025-08-28 00:00:00,"14,7","12,9",18,0,,,8,,"1025,9",
2025-08-29 00:00:00,"15,1","12,5",19,0,,,"7,8",,"1023,7",
2025-08-30 00:00:00,"16,1","12,9",20,0,,,"10,4",,"1025,3",
2025-08-31 00:00:00,"16,1",14,19,0,,,"11,8",,1026,
2025-09-01 00:00:00,"17,1","15,4",20,"0,8",,,"13,9",,1027,
2025-09-02 00:00:00,"17,7","15,4",23,0,,,"10,8",,"1025,9",
2025-09-03 00:00:00,"19,9",15,26,0,,,"12,1",,"1022,7",
2025-09-04 00:00:00,"21,4",15,27,0,,,"10,5",,"1020,3",
2025-09-05 00:00:00,"16,5",12,20,2,,,"11,7",,"1020,9",
2025-09-06 00:00:00,"11,4",9,"13,4","6,9",,,"14,5",,"1024,7",
2025-09-07 00:00:00,"12,7",10,15,1,,,"9,4",,"1025,9",
2025-09-08 00:00:00,"16,5","13,6",21,"1,8",,,"13,5",,"1021,4",
2025-09-09 00:00:00,18,15,23,"4,3",,,"10,4",,1017,
2025-09-10 00:00:00,"16,9",9,26,0,,,"5,6",,"1021,6",
2025-09-11 00:00:00,"19,4",11,28,0,,,"7,4",,"1022,2",
2025-09-12 00:00:00,"15,2",10,20,0,,,"12,7",,"1023,4",
2025-09-13 00:00:00,"13,2",10,18,0,,,"11,1",,"1023,9",
2025-09-14 00:00:00,15,"11,6",21,0,,,"10,3",,"1023,2",
2025-09-15 00:00:00,"16,2",12,22,0,,,"9,2",,"1021,4",
2025-09-16 00:00:00,"18,6",14,25,"9,6",,,"10,3",,"1018,8",
2025-09-17 00:00:00,"17,3","14,9",21,0,,,"13,3",,"1021,1",
2025-09-18 00:00:00,"16,4",14,20,0,,,"12,8",,"1022,3",
2025-09-19 00:00:00,"19,6","14,4",27,0,,,"10,9",,"1019,1",
2025-09-20 00:00:00,"22,1",14,30,"0,2",,,11,,1016,
2025-09-21 00:00:00,"21,9",18,30,"35,5",,,"12,2",,"1009,8",
2025-09-22 00:00:00,"17,4",14,20,"17,4",,,"11,2",,"1009,4",
2025-09-23 00:00:00,"14,3","9,4",21,0,,,"7,5",,"1021,7",
2025-09-24 00:00:00,"13,3","9,6",17,0,,,"12,4",,"1029,5",
2025-09-25 00:00:00,"12,3",11,14,"2,6",,,"15,2",,"1030,5",
2025-09-26 00:00:00,"11,6",10,14,"1,8",,,"15,8",,1028,
2025-09-27 00:00:00,"13,9",11,17,0,,,"14,8",,"1024,4",
2025-09-28 00:00:00,"16,3",12,22,"1,7",,,7,,1021,
2025-09-29 00:00:00,"20,2",15,27,"1,1",,,"10,7",,"1020,6",
2025-09-30 00:00:00,21,"15,7",29,2,,,"11,7",,"1020,4",
2025-10-01 00:00:00,"17,8",16,21,"19,9",,,"11,4",,"1022,7",
2025-10-02 00:00:00,"16,4",15,"18,2","4,7",,,"9,3",,"1023,9",
2025-10-03 00:00:00,"16,5","15,6","17,4",,,,"6,8",,1022,
2025-10-04 00:00:00,"20,1",15,26,,,,"9,2",,"1019,1",
2025-10-05 00:00:00,"23,9",17,30,,,,"9,8",,"1016,8",
2025-10-06 00:00:00,"23,5",20,29,,,,"7,8",,1014,
2025-10-07 00:00:00,"14,7",10,21,,,,"8,2",,"1019,4",
2025-10-08 00:00:00,"14,1",10,"20,8",,,,5,,"1023,5",
2025-10-09 00:00:00,15,12,"20,1",,,,"7,6",,"1023,1",
2025-10-10 00:00:00,"16,1",13,"20,4",,,,"8,1",,"1022,2",
2025-10-11 00:00:00,"17,3",14,22,,,,"10,4",,"1018,9",
2025-10-12 00:00:00,"18,2",16,22,,,,"15,3",,"1014,1",
2025-10-13 00:00:00,20,"16,5",23,,,,"10,9",,"1011,2",
2025-10-14 00:00:00,"18,1","13,3",25,,,,"12,8",,"1017,8",
2025-10-15 00:00:00,"17,8","13,1",24,,,,13,,1021,
2025-10-16 00:00:00,"19,9","13,5",27,,,,"7,6",,1019,
2025-10-17 00:00:00,21,"16,7",27,,,,"7,5",,"1015,8",
2025-10-18 00:00:00,"18,5",13,22,,,,"11,7",,"1014,1",
2025-10-19 00:00:00,"13,4",10,17,,,,"17,2",,"1023,1",
2025-10-20 00:00:00,"12,4","9,8",16,,,,"13,9",,"1027,1",
2025-10-21 00:00:00,13,"10,8",16,,,,"15,8",,1028,
2025-10-22 00:00:00,"14,7","11,7",18,,,,15,,"1027,9",
2025-10-23 00:00:00,"15,7","12,3",20,,,,"17,4",,"1026,2",
2025-10-24 00:00:00,"16,9",13,23,,,,"14,6",,"1023,6",
2025-10-25 00:00:00,"20,7",13,27,,,,"7,3",,"1017,9",
2025-10-26 00:00:00,"20,2","17,8",24,,,,"9,8",,"1016,8",
2025-10-27 00:00:00,"18,1",16,21,,,,"9,9",,"1018,1",
2025-10-28 00:00:00,17,"15,7",19,,,,"9,2",,1020,
2025-10-29 00:00:00,"17,8",13,24,,,,"15,4",,"1017,9",
2025-10-30 00:00:00,"14,8",13,17,,,,"13,4",,"1020,5",
2025-10-31 00:00:00,"16,4",13,21,,,,"8,8",,"1018,4",
2025-11-01 00:00:00,"19,4",15,24,,,,9,,"1017,6",
2025-11-02 00:00:00,"18,2",16,21,,,,"8,7",,"1014,4",
2025-11-03 00:00:00,"19,6",17,23,,,,"9,4",,"1013,7",
2025-11-04 00:00:00,21,16,28,,,,"9,4",,"1015,1",
2025-11-05 00:00:00,"23,1","18,5",28,,,,"13,3",,"1014,8",
2025-11-06 00:00:00,"16,6",14,"19,5",,,,"12,7",,"1018,1",
2025-11-07 00:00:00,17,"13,9",21,,,,"16,4",,"1012,6",
2025-11-08 00:00:00,"19,6",14,24,,,,"14,9",,"1009,2",
2025-11-09 00:00:00,"15,1",12,18,,,,"10,2",,"1019,9",
2025-11-10 00:00:00,"15,9",13,20,,,,"9,6",,"1022,6",
2025-11-11 00:00:00,"16,9","11,8",24,,,,"12,3",,"1021,4",
2025-11-12 00:00:00,"19,4",14,26,,,,"8,7",,1019,
2025-11-13 00:00:00,"19,5",17,26,,,,"10,8",,"1018,9",
2025-11-14 00:00:00,18,16,21,,,,"7,6",,"1021,1",
2025-11-15 00:00:00,"19,4",16,23,,,,"7,7",,"1019,3",
2025-11-16 00:00:00,"21,8","17,8","26,2",,,,"7,3",,"1012,8",
2025-11-17 00:00:00,"20,7",19,"22,7",,,,"7,5",,"1010,1",
2025-11-18 00:00:00,"19,2",17,"22,1",,,,"4,9",,"1009,1",
2025-11-19 00:00:00,"21,1",15,"28,5",,,,"3,6",,"1011,1",
2025-11-20 00:00:00,"22,7","17,1","29,4",,,,"2,5",,"1013,7",
2025-11-21 00:00:00,24,"18,3","31,4",,,,"2,4",,"1014,6",
2025-11-22 00:00:00,"23,6","20,2","28,4",,,,"1,3",,"1014,9",
2025-11-23 00:00:00,"23,1","19,7","28,6",,,,"1,6",,,
2025-11-24 00:00:00,23,"20,6","27,8",,,,"1,6",,,
2025-11-25 00:00:00,"23,8","21,2","28,7",,,,"2,9",,,
2025-11-26 00:00:00,,,,,,,,,,
2025-11-27 00:00:00,,,,,,,,,,
2025-11-28 00:00:00,,,,,,,,,,
2025-11-29 00:00:00,,,,,,,,,,
2025-11-30 00:00:00,,,,,,,,,,
2025-12-01 00:00:00,,,,,,,,,,
